1400_1.png,34.99,0.993
1400_10.png,30.34,0.978
1400_2.png,34.12,0.992
1400_3.png,33.35,0.990
1400_4.png,32.68,0.989
1400_5.png,32.12,0.987
1400_6.png,31.62,0.986
1400_7.png,31.18,0.984
1400_8.png,30.92,0.982
1400_9.png,30.51,0.979
1401_1.png,35.58,0.992
1401_10.png,32.75,0.983
1401_2.png,34.60,0.991
1401_3.png,34.16,0.990
1401_4.png,33.74,0.989
1401_5.png,33.42,0.988
1401_6.png,33.37,0.987
1401_7.png,33.39,0.987
1401_8.png,33.04,0.985
1401_9.png,32.81,0.984
1402_1.png,38.74,0.994
1402_10.png,35.21,0.987
1402_2.png,38.32,0.993
1402_3.png,38.05,0.992
1402_4.png,37.55,0.992
1402_5.png,36.70,0.991
1402_6.png,36.24,0.990
1402_7.png,36.08,0.989
1402_8.png,35.57,0.988
1402_9.png,35.37,0.987
1403_1.png,38.54,0.996
1403_10.png,34.00,0.989
1403_2.png,37.79,0.995
1403_3.png,36.70,0.995
1403_4.png,35.95,0.994
1403_5.png,35.54,0.993
1403_6.png,35.02,0.992
1403_7.png,34.85,0.992
1403_8.png,34.43,0.991
1403_9.png,34.02,0.990
1404_1.png,36.66,0.993
1404_10.png,33.65,0.984
1404_2.png,35.94,0.991
1404_3.png,35.69,0.991
1404_4.png,35.70,0.990
1404_5.png,35.18,0.989
1404_6.png,34.81,0.988
1404_7.png,34.69,0.987
1404_8.png,34.15,0.986
1404_9.png,34.04,0.985
1405_1.png,36.08,0.994
1405_10.png,30.10,0.981
1405_2.png,35.29,0.993
1405_3.png,34.45,0.991
1405_4.png,34.15,0.991
1405_5.png,33.14,0.989
1405_6.png,32.65,0.988
1405_7.png,31.84,0.986
1405_8.png,31.19,0.985
1405_9.png,30.44,0.983
1406_1.png,36.15,0.993
1406_10.png,30.69,0.978
1406_2.png,35.37,0.991
1406_3.png,34.75,0.990
1406_4.png,34.02,0.989
1406_5.png,33.31,0.987
1406_6.png,32.68,0.986
1406_7.png,32.12,0.984
1406_8.png,31.53,0.982
1406_9.png,31.18,0.980
1407_1.png,38.89,0.996
1407_10.png,35.54,0.988
1407_2.png,38.59,0.995
1407_3.png,38.25,0.994
1407_4.png,37.91,0.994
1407_5.png,37.40,0.993
1407_6.png,36.90,0.992
1407_7.png,36.72,0.991
1407_8.png,36.20,0.990
1407_9.png,36.00,0.989
1408_1.png,38.58,0.997
1408_10.png,33.46,0.989
1408_2.png,37.70,0.996
1408_3.png,37.17,0.995
1408_4.png,36.48,0.995
1408_5.png,36.07,0.994
1408_6.png,35.65,0.993
1408_7.png,34.92,0.992
1408_8.png,34.50,0.991
1408_9.png,34.14,0.990
1409_1.png,35.39,0.994
1409_10.png,32.16,0.984
1409_2.png,35.02,0.993
1409_3.png,34.42,0.992
1409_4.png,34.22,0.991
1409_5.png,33.91,0.990
1409_6.png,33.41,0.988
1409_7.png,33.08,0.988
1409_8.png,32.74,0.986
1409_9.png,32.33,0.985
1410_1.png,35.81,0.993
1410_10.png,30.85,0.980
1410_2.png,34.63,0.992
1410_3.png,33.92,0.990
1410_4.png,33.71,0.990
1410_5.png,33.14,0.989
1410_6.png,32.64,0.987
1410_7.png,32.01,0.986
1410_8.png,31.85,0.985
1410_9.png,31.39,0.983
1411_1.png,37.43,0.991
1411_10.png,32.32,0.985
1411_2.png,36.50,0.991
1411_3.png,35.58,0.990
1411_4.png,34.77,0.989
1411_5.png,34.26,0.988
1411_6.png,33.98,0.987
1411_7.png,33.65,0.987
1411_8.png,33.05,0.986
1411_9.png,32.40,0.985
1412_1.png,35.26,0.989
1412_10.png,32.37,0.978
1412_2.png,35.35,0.989
1412_3.png,35.00,0.988
1412_4.png,34.64,0.987
1412_5.png,34.16,0.985
1412_6.png,34.01,0.984
1412_7.png,33.61,0.983
1412_8.png,33.26,0.981
1412_9.png,32.75,0.980
1413_1.png,36.03,0.992
1413_10.png,31.46,0.977
1413_2.png,35.03,0.990
1413_3.png,34.39,0.989
1413_4.png,33.99,0.987
1413_5.png,33.28,0.986
1413_6.png,32.85,0.983
1413_7.png,32.37,0.982
1413_8.png,31.77,0.979
1413_9.png,31.32,0.977
1414_1.png,37.75,0.995
1414_10.png,32.58,0.982
1414_2.png,36.77,0.993
1414_3.png,36.58,0.992
1414_4.png,35.50,0.991
1414_5.png,35.07,0.990
1414_6.png,34.47,0.989
1414_7.png,33.99,0.988
1414_8.png,33.33,0.986
1414_9.png,32.92,0.984
1415_1.png,33.59,0.990
1415_10.png,31.35,0.974
1415_2.png,32.84,0.988
1415_3.png,32.08,0.986
1415_4.png,31.70,0.984
1415_5.png,31.70,0.983
1415_6.png,31.29,0.981
1415_7.png,31.47,0.980
1415_8.png,31.47,0.978
1415_9.png,31.41,0.976
1416_1.png,34.04,0.994
1416_10.png,29.97,0.984
1416_2.png,33.72,0.993
1416_3.png,33.01,0.992
1416_4.png,32.65,0.992
1416_5.png,32.33,0.990
1416_6.png,31.73,0.989
1416_7.png,31.44,0.988
1416_8.png,30.81,0.987
1416_9.png,30.34,0.986
1417_1.png,37.33,0.997
1417_10.png,32.71,0.990
1417_2.png,36.80,0.996
1417_3.png,35.93,0.996
1417_4.png,35.66,0.995
1417_5.png,34.77,0.994
1417_6.png,34.13,0.993
1417_7.png,34.08,0.993
1417_8.png,33.50,0.992
1417_9.png,33.13,0.991
1418_1.png,38.54,0.996
1418_10.png,33.24,0.989
1418_2.png,37.71,0.996
1418_3.png,36.97,0.995
1418_4.png,36.45,0.994
1418_5.png,35.72,0.994
1418_6.png,35.12,0.993
1418_7.png,34.28,0.992
1418_8.png,34.14,0.991
1418_9.png,33.94,0.990
1419_1.png,38.71,0.997
1419_10.png,33.91,0.991
1419_2.png,38.06,0.997
1419_3.png,37.34,0.996
1419_4.png,36.83,0.996
1419_5.png,35.98,0.995
1419_6.png,35.76,0.994
1419_7.png,35.20,0.993
1419_8.png,34.82,0.993
1419_9.png,34.40,0.992
1420_1.png,36.06,0.995
1420_10.png,32.47,0.986
1420_2.png,35.48,0.994
1420_3.png,34.87,0.993
1420_4.png,34.08,0.992
1420_5.png,33.87,0.992
1420_6.png,33.58,0.991
1420_7.png,33.33,0.990
1420_8.png,32.94,0.989
1420_9.png,32.62,0.987
1421_1.png,38.51,0.997
1421_10.png,34.38,0.990
1421_2.png,37.75,0.996
1421_3.png,37.19,0.995
1421_4.png,36.80,0.995
1421_5.png,36.18,0.994
1421_6.png,35.86,0.993
1421_7.png,35.57,0.992
1421_8.png,35.23,0.991
1421_9.png,34.76,0.990
1422_1.png,41.05,0.996
1422_10.png,38.32,0.991
1422_2.png,40.53,0.996
1422_3.png,39.93,0.995
1422_4.png,40.02,0.995
1422_5.png,39.73,0.994
1422_6.png,39.44,0.994
1422_7.png,38.76,0.993
1422_8.png,38.93,0.993
1422_9.png,39.05,0.992
1423_1.png,38.63,0.995
1423_10.png,34.43,0.985
1423_2.png,37.82,0.994
1423_3.png,37.41,0.993
1423_4.png,37.04,0.992
1423_5.png,36.15,0.991
1423_6.png,35.89,0.990
1423_7.png,35.47,0.989
1423_8.png,35.07,0.987
1423_9.png,34.53,0.986
1424_1.png,38.54,0.996
1424_10.png,33.99,0.988
1424_2.png,37.81,0.995
1424_3.png,37.01,0.994
1424_4.png,36.80,0.994
1424_5.png,36.35,0.993
1424_6.png,35.92,0.992
1424_7.png,35.46,0.991
1424_8.png,35.12,0.990
1424_9.png,33.82,0.988
1425_1.png,37.76,0.995
1425_10.png,33.82,0.986
1425_2.png,37.27,0.994
1425_3.png,37.45,0.994
1425_4.png,36.64,0.993
1425_5.png,35.86,0.992
1425_6.png,35.51,0.991
1425_7.png,35.34,0.990
1425_8.png,34.96,0.989
1425_9.png,34.41,0.987
1426_1.png,40.64,0.996
1426_10.png,35.65,0.987
1426_2.png,39.91,0.995
1426_3.png,39.29,0.994
1426_4.png,38.73,0.993
1426_5.png,38.04,0.993
1426_6.png,37.54,0.992
1426_7.png,37.23,0.991
1426_8.png,36.63,0.990
1426_9.png,36.17,0.988
1427_1.png,41.23,0.996
1427_10.png,38.10,0.992
1427_2.png,40.67,0.996
1427_3.png,40.19,0.996
1427_4.png,40.29,0.995
1427_5.png,40.53,0.995
1427_6.png,39.97,0.994
1427_7.png,39.71,0.994
1427_8.png,39.35,0.993
1427_9.png,38.82,0.993
1428_1.png,40.08,0.996
1428_10.png,35.21,0.986
1428_2.png,39.27,0.995
1428_3.png,38.54,0.994
1428_4.png,37.87,0.993
1428_5.png,37.16,0.992
1428_6.png,36.96,0.991
1428_7.png,36.31,0.990
1428_8.png,36.06,0.989
1428_9.png,35.67,0.988
1429_1.png,37.63,0.994
1429_10.png,35.97,0.984
1429_2.png,38.15,0.994
1429_3.png,38.00,0.993
1429_4.png,37.66,0.992
1429_5.png,37.17,0.991
1429_6.png,37.02,0.990
1429_7.png,36.77,0.988
1429_8.png,36.76,0.987
1429_9.png,36.36,0.986
1430_1.png,36.27,0.992
1430_10.png,30.59,0.978
1430_2.png,35.52,0.990
1430_3.png,34.70,0.989
1430_4.png,34.37,0.988
1430_5.png,33.72,0.986
1430_6.png,32.75,0.985
1430_7.png,32.61,0.983
1430_8.png,31.62,0.981
1430_9.png,31.31,0.979
1431_1.png,40.44,0.993
1431_10.png,34.38,0.980
1431_2.png,39.75,0.992
1431_3.png,38.94,0.991
1431_4.png,38.26,0.990
1431_5.png,37.66,0.989
1431_6.png,36.89,0.988
1431_7.png,36.28,0.986
1431_8.png,35.78,0.984
1431_9.png,34.72,0.981
